timestamp,load_mw,temperature_c,wind_mps,is_holiday,capacity_mw,year,date,month,month_name,month_order,quarter,hour,day_type,day_of_week
2024-01-05 02:00:00,4045.0,-1.8,0.6,0.0,5000.0,2024,2024-01-05,1,Січень,1,1,2,Робочий,П'ятниця
2024-01-05 03:00:00,4329.8,1.8,2.6,0.0,5207.3,2024,2024-01-05,1,Січень,1,1,3,Робочий,П'ятниця
2024-01-05 04:00:00,4457.6,1.5,0.5,0.0,5273.9,2024,2024-01-05,1,Січень,1,1,4,Робочий,П'ятниця
2024-01-05 05:00:00,4644.4,3.3,1.0,0.0,5392.0,2024,2024-01-05,1,Січень,1,1,5,Робочий,П'ятниця
2024-01-05 06:00:00,4782.5,9.1,2.5,0.0,5700.9,2024,2024-01-05,1,Січень,1,1,6,Робочий,П'ятниця
2024-01-05 07:00:00,5344.5,12.5,1.7,0.0,5698.4,2024,2024-01-05,1,Січень,1,1,7,Робочий,П'ятниця
2024-01-05 08:00:00,4935.1,8.0,4.8,0.0,5359.1,2024,2024-01-05,1,Січень,1,1,8,Робочий,П'ятниця
2024-01-05 09:00:00,4999.3,11.4,1.9,0.0,5244.6,2024,2024-01-05,1,Січень,1,1,9,Робочий,П'ятниця
2024-01-05 10:00:00,4735.9,11.3,1.5,0.0,5000.0,2024,2024-01-05,1,Січень,1,1,10,Робочий,П'ятниця
2024-01-05 11:00:00,4181.1,8.4,3.3,0.0,5000.0,2024,2024-01-05,1,Січень,1,1,11,Робочий,П'ятниця
2024-01-05 12:00:00,3987.9,12.6,3.6,0.0,5000.0,2024,2024-01-05,1,Січень,1,1,12,Робочий,П'ятниця
2024-01-05 13:00:00,3889.8,17.5,4.8,0.0,5000.0,2024,2024-01-05,1,Січень,1,1,13,Робочий,П'ятниця
2024-01-05 14:00:00,3290.9,11.1,0.5,0.0,5000.0,2024,2024-01-05,1,Січень,1,1,14,Робочий,П'ятниця
2024-01-05 15:00:00,3441.8,8.3,0.9,0.0,5000.0,2024,2024-01-05,1,Січень,1,1,15,Робочий,П'ятниця
2024-01-05 16:00:00,3227.9,8.4,1.2,0.0,5000.0,2024,2024-01-05,1,Січень,1,1,16,Робочий,П'ятниця
2024-01-05 17:00:00,3623.8,6.6,5.3,0.0,5000.0,2024,2024-01-05,1,Січень,1,1,17,Робочий,П'ятниця
2024-01-05 18:00:00,3384.8,0.8,3.8,0.0,5000.0,2024,2024-01-05,1,Січень,1,1,18,Робочий,П'ятниця
2024-01-05 19:00:00,3533.7,4.0,3.6,0.0,5000.0,2024,2024-01-05,1,Січень,1,1,19,Робочий,П'ятниця
2024-01-05 20:00:00,3553.5,2.4,1.7,0.0,5000.0,2024,2024-01-05,1,Січень,1,1,20,Робочий,П'ятниця
2024-01-05 21:00:00,3470.3,1.1,3.3,0.0,5000.0,2024,2024-01-05,1,Січень,1,1,21,Робочий,П'ятниця
2024-01-05 22:00:00,3426.3,1.4,0.2,0.0,5000.0,2024,2024-01-05,1,Січень,1,1,22,Робочий,П'ятниця
2024-01-05 23:00:00,3734.7,1.3,2.1,0.0,5000.0,2024,2024-01-05,1,Січень,1,1,23,Робочий,П'ятниця
2024-01-06 00:00:00,3242.8,-1.7,3.1,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,0,Робочий,Субота
2024-01-06 01:00:00,3533.8,0.7,1.8,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,1,Робочий,Субота
2024-01-06 02:00:00,3605.3,-0.6,3.4,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,2,Робочий,Субота
2024-01-06 03:00:00,3820.0,-1.2,1.7,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,3,Робочий,Субота
2024-01-06 04:00:00,4051.0,3.8,1.7,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,4,Робочий,Субота
2024-01-06 05:00:00,4067.3,2.2,6.2,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,5,Робочий,Субота
2024-01-06 06:00:00,3858.6,6.7,1.6,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,6,Робочий,Субота
2024-01-06 07:00:00,4526.4,11.2,2.4,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,7,Робочий,Субота
2024-01-06 08:00:00,4336.9,15.4,2.6,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,8,Робочий,Субота
2024-01-06 09:00:00,4310.6,13.3,3.0,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,9,Робочий,Субота
2024-01-06 10:00:00,3911.6,10.8,8.2,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,10,Робочий,Субота
2024-01-06 11:00:00,3499.9,13.6,5.3,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,11,Робочий,Субота
2024-01-06 12:00:00,3449.8,13.9,1.5,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,12,Робочий,Субота
2024-01-06 13:00:00,3248.2,10.6,2.6,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,13,Робочий,Субота
2024-01-06 14:00:00,2808.8,11.4,2.0,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,14,Робочий,Субота
2024-01-06 15:00:00,2528.0,11.3,2.4,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,15,Робочий,Субота
2024-01-06 16:00:00,2624.0,6.5,3.6,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,16,Робочий,Субота
2024-01-06 17:00:00,3347.1,6.0,2.6,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,17,Робочий,Субота
2024-01-06 18:00:00,2960.5,7.5,2.8,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,18,Робочий,Субота
2024-01-06 19:00:00,2905.4,3.0,2.7,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,19,Робочий,Субота
2024-01-06 20:00:00,2855.3,-3.2,0.8,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,20,Робочий,Субота
2024-01-06 21:00:00,2687.0,-0.3,1.3,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,21,Робочий,Субота
2024-01-06 22:00:00,3062.8,-0.9,1.3,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,22,Робочий,Субота
2024-01-06 23:00:00,3150.3,-3.8,3.6,0.0,5000.0,2024,2024-01-06,1,Січень,1,1,23,Робочий,Субота
2024-01-07 00:00:00,3459.1,-1.9,1.1,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,0,Свято,Неділя
2024-01-07 01:00:00,3372.6,1.2,3.9,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,1,Свято,Неділя
2024-01-07 02:00:00,3514.0,3.2,1.2,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,2,Свято,Неділя
2024-01-07 03:00:00,3647.3,2.1,7.7,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,3,Свято,Неділя
2024-01-07 04:00:00,4023.4,1.5,2.4,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,4,Свято,Неділя
2024-01-07 05:00:00,4010.2,4.4,0.4,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,5,Свято,Неділя
2024-01-07 06:00:00,3841.4,5.7,2.7,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,6,Свято,Неділя
2024-01-07 07:00:00,4505.0,6.7,0.4,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,7,Свято,Неділя
2024-01-07 08:00:00,4593.4,11.6,6.9,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,8,Свято,Неділя
2024-01-07 09:00:00,4173.1,9.7,2.6,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,9,Свято,Неділя
2024-01-07 10:00:00,3909.8,13.9,3.8,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,10,Свято,Неділя
2024-01-07 11:00:00,3385.3,11.6,5.1,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,11,Свято,Неділя
2024-01-07 12:00:00,3341.4,14.0,2.9,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,12,Свято,Неділя
2024-01-07 13:00:00,3464.8,14.5,2.3,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,13,Свято,Неділя
2024-01-07 14:00:00,3018.6,14.0,1.9,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,14,Свято,Неділя
2024-01-07 15:00:00,2944.0,15.8,1.6,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,15,Свято,Неділя
2024-01-07 16:00:00,2541.7,12.4,5.4,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,16,Свято,Неділя
2024-01-07 17:00:00,3033.0,9.9,0.7,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,17,Свято,Неділя
2024-01-07 18:00:00,3156.5,7.8,5.2,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,18,Свято,Неділя
2024-01-07 19:00:00,3066.8,1.2,2.9,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,19,Свято,Неділя
2024-01-07 20:00:00,3143.6,2.8,2.1,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,20,Свято,Неділя
2024-01-07 21:00:00,2862.5,2.3,2.6,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,21,Свято,Неділя
2024-01-07 22:00:00,2871.9,0.6,5.9,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,22,Свято,Неділя
2024-01-07 23:00:00,3365.2,-2.0,2.9,1.0,5000.0,2024,2024-01-07,1,Січень,1,1,23,Свято,Неділя
2024-01-08 00:00:00,3774.6,-0.4,3.8,0.0,5000.0,2024,2024-01-08,1,Січень,1,1,0,Робочий,Понеділок
2024-01-08 01:00:00,4069.1,1.4,6.3,0.0,5000.0,2024,2024-01-08,1,Січень,1,1,1,Робочий,Понеділок
2024-01-08 02:00:00,4118.8,0.7,0.4,0.0,5000.0,2024,2024-01-08,1,Січень,1,1,2,Робочий,Понеділок
2024-01-08 03:00:00,4322.0,0.8,1.1,0.0,5000.0,2024,2024-01-08,1,Січень,1,1,3,Робочий,Понеділок
2024-01-08 04:00:00,4479.7,0.6,4.1,0.0,5358.5,2024,2024-01-08,1,Січень,1,1,4,Робочий,Понеділок
2024-01-08 05:00:00,4680.7,4.5,4.0,0.0,5574.1,2024,2024-01-08,1,Січень,1,1,5,Робочий,Понеділок
2024-01-08 06:00:00,4525.1,10.2,2.6,0.0,5275.2,2024,2024-01-08,1,Січень,1,1,6,Робочий,Понеділок
2024-01-08 07:00:00,5163.4,8.0,5.6,0.0,5380.3,2024,2024-01-08,1,Січень,1,1,7,Робочий,Понеділок
2024-01-08 08:00:00,5268.2,8.6,5.1,0.0,5459.5,2024,2024-01-08,1,Січень,1,1,8,Робочий,Понеділок
2024-01-08 09:00:00,5048.6,13.9,0.6,0.0,5240.5,2024,2024-01-08,1,Січень,1,1,9,Робочий,Понеділок
2024-01-08 10:00:00,4790.4,14.3,3.8,0.0,5100.0,2024,2024-01-08,1,Січень,1,1,10,Робочий,Понеділок
2024-01-08 11:00:00,4210.2,15.4,8.8,0.0,5000.0,2024,2024-01-08,1,Січень,1,1,11,Робочий,Понеділок
2024-01-08 12:00:00,4034.0,12.5,1.1,0.0,5000.0,2024,2024-01-08,1,Січень,1,1,12,Робочий,Понеділок
2024-01-08 13:00:00,3722.6,15.2,5.6,0.0,5000.0,2024,2024-01-08,1,Січень,1,1,13,Робочий,Понеділок
2024-01-08 14:00:00,3694.0,14.6,0.9,0.0,5000.0,2024,2024-01-08,1,Січень,1,1,14,Робочий,Понеділок
2024-01-08 15:00:00,3443.3,11.9,5.3,0.0,5000.0,2024,2024-01-08,1,Січень,1,1,15,Робочий,Понеділок
2024-01-08 16:00:00,3307.8,12.4,4.6,0.0,5000.0,2024,2024-01-08,1,Січень,1,1,16,Робочий,Понеділок
2024-01-08 17:00:00,3526.9,10.4,2.8,0.0,5000.0,2024,2024-01-08,1,Січень,1,1,17,Робочий,Понеділок
2024-01-08 18:00:00,3575.6,8.0,3.4,0.0,5000.0,2024,2024-01-08,1,Січень,1,1,18,Робочий,Понеділок
2024-01-08 19:00:00,3366.6,5.0,4.2,0.0,5000.0,2024,2024-01-08,1,Січень,1,1,19,Робочий,Понеділок
2024-01-08 20:00:00,3673.1,3.4,1.8,0.0,5000.0,2024,2024-01-08,1,Січень,1,1,20,Робочий,Понеділок
2024-01-08 21:00:00,3445.3,1.9,2.9,0.0,5000.0,2024,2024-01-08,1,Січень,1,1,21,Робочий,Понеділок
2024-01-08 22:00:00,3512.7,0.9,1.8,0.0,5000.0,2024,2024-01-08,1,Січень,1,1,22,Робочий,Понеділок
2024-01-08 23:00:00,3909.8,-2.1,0.6,0.0,5000.0,2024,2024-01-08,1,Січень,1,1,23,Робочий,Понеділок
2024-01-09 00:00:00,3954.5,-1.6,0.3,0.0,5000.0,2024,2024-01-09,1,Січень,1,1,0,Робочий,Вівторок
2024-01-09 01:00:00,3968.2,3.5,0.2,0.0,5000.0,2024,2024-01-09,1,Січень,1,1,1,Робочий,Вівторок
2024-01-09 02:00:00,4466.6,2.5,6.0,0.0,5318.6,2024,2024-01-09,1,Січень,1,1,2,Робочий,Вівторок
2024-01-09 03:00:00,4716.7,1.6,0.9,0.0,5588.5,2024,2024-01-09,1,Січень,1,1,3,Робочий,Вівторок
2024-01-09 04:00:00,4534.9,3.0,1.4,0.0,5234.8,2024,2024-01-09,1,Січень,1,1,4,Робочий,Вівторок
2024-01-09 05:00:00,4689.1,8.2,5.3,0.0,5510.6,2024,2024-01-09,1,Січень,1,1,5,Робочий,Вівторок
2024-01-09 06:00:00,4810.7,7.0,4.2,0.0,5662.1,2024,2024-01-09,1,Січень,1,1,6,Робочий,Вівторок
2024-01-09 07:00:00,5289.2,12.2,4.1,0.0,5440.1,2024,2024-01-09,1,Січень,1,1,7,Робочий,Вівторок
2024-01-09 08:00:00,5225.1,11.3,1.3,0.0,5462.0,2024,2024-01-09,1,Січень,1,1,8,Робочий,Вівторок
2024-01-09 09:00:00,5051.7,10.2,1.4,0.0,5259.7,2024,2024-01-09,1,Січень,1,1,9,Робочий,Вівторок
2024-01-09 10:00:00,4814.6,16.3,2.5,0.0,5062.5,2024,2024-01-09,1,Січень,1,1,10,Робочий,Вівторок
2024-01-09 11:00:00,3951.9,10.3,4.3,0.0,5000.0,2024,2024-01-09,1,Січень,1,1,11,Робочий,Вівторок
2024-01-09 12:00:00,3935.2,16.4,1.5,0.0,5000.0,2024,2024-01-09,1,Січень,1,1,12,Робочий,Вівторок
